platform,komentar,timestamp,sentimen
twitter,"diskursus vasektomi ini sebelumnya sempat rame perkara cowok rela vasektomi tpi ceweknya hamil sama cowok lain, dan respon orang"" di X pada kontra vasektomi. gk lama dari ini, muncul pernyataan kdm mengenai syarat ambil bansos harus vasektomi dan kb, tiba"" banyak yang dukung di X",2025-05-01T00:33:48.000Z,
twitter,"kenapa ada cowok yg gamau vasektomi? 
pdhal kalo ngehamilin juga belum tentu becus tanggung jawab.",2025-05-01T00:02:42.000Z,
twitter,Cowok-cowok kenapa pada beringas banget bahas vasektomi wkwkwkwk apakabar kita perempuan,2025-04-30T23:52:03.000Z,
twitter,"indo belum siap nerima berita gini, masalahnya:

1. vasektomi pada gak paham
2. diliat yg ngomong siapa
3. ""cewek kan bisa ngapain cowok.""
4. prinsip banyak anak banyak rejeki
5. masih banyak yg gak peduli soal kualitas kehidupan anak jd beranak terus
6. penting ngegas dulu",2025-04-30T23:45:49.000Z,
twitter,"emang gaadil sejak dalam pikiran, setuju gara² itu cowok aja. mendorong vasektomi bagus, tapi memaksakan jangan permah didukung. mau vasektomi, KB, tubektomi jangan pernah setuju kalo dipaksakan apalagi dikaitkan bansos",2025-04-30T23:39:12.000Z,
twitter,"Gua gatau kenapa cowok cowok marah perihal vasektomi ini, karena seinget gua beberapa tahun lalu malah cewe yang ga setuju suaminya divasektomi. Karena ada anggapan suaminya bakal bebas celap celup tanpa takut hamil.",2025-04-30T18:14:26.000Z,
twitter,Gue seneng dan ikut bangga kalau ada cowok di luar sana yang vasektomi ( by personal choice atau kesepakatan sama istrinya ). Tapi kalau untuk dijadikan kebijakan pemerintah sih ngga ya,2025-04-30T18:04:52.000Z,
twitter,"knapa ada yg cowok gak mau vasektomi? 
Padahal klo ngehamilin juga belum tentu becus tanggung jawab.

harusnya tuh seneng, bisa bebas ngewek tanpa khawatir bikin hamil .",2025-04-30T17:58:39.000Z,
twitter,"pro/kontra vasektomi ini sngat wajar sih krna sosialisasi nya tuh gak segencar kb pada umumnya, ini tugas pemerintah u/ memperkenalkan vasektomi dengan sosialisasi yg lebih baik pakai pendekatan lain selain lefleat. aku pribadi ya sbnrnya ga masalah cowok gamau vasek-",2025-04-30T17:56:55.000Z,
twitter,"sebenernya kalau misalkan suami gak mau vasektomi asalkan mau pakai kondom harusnya gak masalah ya, aku ngerti sebenernya knpa banyak cewe ribut2 dan menuntut cowok ""harus"" vasektomi krna disuruh pake kondom pda gamau dengan alasan ""tidak nyaman""-",2025-04-30T17:55:25.000Z,
twitter,ini jg perempuan2 yg setuju dgn pemaksaan vasektomi sbg syarat bansos dll itu bodoh bgt deh. what makes u think the gov would stop at ngatur2 badan cowok dan nantinya gaakan mulai ngatur2 badan cewek juga in the future? yall act woke but u dont understand shit istg dumbasses ,2025-04-30T16:34:09.000Z,
twitter,"PRO SIH GUE BAGIAN COWOK VASEKTOMI NYA 

gak pro nya ada bansos² segala ah elah bansos mah ga jelas",2025-04-30T16:10:44.000Z,
twitter,"Aneh deh, cowok pas disuruh KB/Vasektomi nguaaamuk satu Indonesia. Dari dulu cewek disuruh KB sampe ada iklan di TV kayaknya pada anteng anteng aja anjing.",2025-04-30T16:07:57.000Z,
twitter,"Guys, vasektomi itu kb, sama kayak di cewek. Bedanya ini diterapkan di cowok aja. Kalian tetapi ngaceng ngewe dll kok. Sambil gitu kalo kan bisa nabung tuh biar kalo nanti mau punya anak udah ada tabunganny, jadi anaknya gk idup miskin juga kek ortunya. Kebutuhan dia tercukupi",2025-04-30T16:05:02.000Z,
