platform,komentar,timestamp,sentimen
twitter,Kalau vasektomi  bagi gubernur Jabar spy gak ada lg lisa lisa yg bunting gimana ?,2025-05-02T06:02:29.000Z,
twitter,"iseng nanya ke cowo gue 'km mau ga klo suruh vasektomi?' trs dia jwb 'gpp kalo demi kebaikan km, harus banyak konsul ke dokter jg tentang itu, mau mau gapapa'. oh ok lolos dr amukan gweh",2025-05-02T06:02:15.000Z,
twitter,"awalnya laki vasektomi,lama lama krn cewe msh bisa ngelahirin, cewe jg di tubektomi...tp akar masalahnya g di apa apain",2025-05-02T06:02:13.000Z,
twitter,"Jadi yakin lu laki-laki yg nanti di vasektomi itu ga punya pemikiran selingkuh?? Hebat kali 
Btw kira2 klu suamimu di vasektomi setuju ga??",2025-05-02T06:01:34.000Z,
twitter,"Dih kaka ngomongnya kasar banget.. Ya emang harus kerja keras ka. Orang lg dinasehatin, kalau vasektomi dijadikan syarat bansos mending cara lain aja, ya ga salah lah.. Dari pada kaka ngomong kasar mending kakaknya ambil tindakan vasektomi aja sana..",2025-05-02T06:00:58.000Z,
twitter,"Majelis Ulama Indonesia (MUI) Provinsi Jawa Barat menegaskan sterilisasi pada pria atau vasektomi sangat tidak diperbolehkan atau haram dalam pandangan Islam karena dianggap sebagai tindakan pemandulan yang permanen.

Diketahui KB vasektomi ini menjadi sorotan setelah Gubernur",2025-05-02T06:00:26.000Z,
twitter,"indonesia tuh top three fatherless country loh, dan lo masih kontra sama vasektomi buat orang miskin? bagi anak-anak kayak gue, ga dilahirkan itu sebuah keberuntungan. jangan ada lagi anak yg lahir di sebuah keluarga yg unstable secara finansial dan mental.",2025-05-02T06:00:09.000Z,
twitter,Vasektomi orang miskin adalah genosida tanpa peluru. Atau lebih kasar lagi sama saja pembersihan ras ala Hitler.,2025-05-02T05:59:52.000Z,
twitter,"indonesia tuh top three fatherless country loh, dan lo masih kontra sama vasektomi buat orang miskin? bagi anak-anak kayak gue, ga dilahirkan itu sebuah keberuntungan. jangan ada lagi anak yg lahir di sebuah keluarga yg unstable secara finansial dan mental.",2025-05-02T06:00:09.000Z,
twitter,Vasektomi orang miskin adalah genosida tanpa peluru. Atau lebih kasar lagi sama saja pembersihan ras ala Hitler.,2025-05-02T05:59:52.000Z,
twitter,"Sebenernya anda ini penerima manfaat bansos apa bukan sih. 
Loh kalo penerima manfaat bansos menerima vasektomi sesuai consent anda mau apa. 
Yg perlu kamu kritik sbg yg katanya golongan progresif adlh bgmn win solusi bagi mrk yg tdk mau vasektomi.",2025-05-02T05:59:41.000Z,
twitter,"Vasektomi emg bkn solusi tunggal, tp ngebatasi angka kelahiran bisa jadi langkah awal untuk ngurangin beban. Gak etis klo lo terus²an ngandelin belas kasihan negara buat nambah anak.",2025-05-02T05:58:16.000Z,
twitter,"Justru karena adanya pola yang begini, hal ini yang perlu dibenahi. Pemaksaan vasektomi bukan solusi, justru bentuk penindasan dan kekerasan struktural. Melanggar hak asasi manusia. Sekalipun anak mereka gak banyak, hal itu gak merubah kondisi mereka.",2025-05-02T05:57:58.000Z,
twitter,lalu konteks yg dibahas disini vasektomi for poor ppl yg sudah punya anak 2. Bukan kah dengan tanggungan 2 anak saja mempermudah ortu untuk fokus bisa membiayai 2 anak ini supaya mampu naik ke tangga ekonomi yg lbh baik? Simplenya membiayai 2 lbh midah dripda 5 kan?,2025-05-02T05:57:27.000Z,
twitter,Kalo koruptor gak usah vasektomi. Lsg kebiri aja potong titidnya,2025-05-02T05:57:22.000Z,
twitter,"Dan untuk mengembalikan ke semula
( reverse vasektomi )
Butuh biaya yg tak sedikit

Susahnya punya anak itu
Cuma sampai anaknya max berumur 20 an
Setelah itu, udah bisa mandiri
( kerja, or dapet beasiswa )

Cina dan Jepang udah jadi bukti
Menyetop anak = bencana demografi",2025-05-02T05:54:35.000Z,
