platform,komentar,timestamp,sentimen
twitter,Klo udh vasektomi habis itu bikin pingin punya anak lgi masih bisa nggk kak?,2025-05-02T01:32:48.000Z,
twitter,Reasoning lu gimana sih? Emang vasektomi ngasih solusi untuk keluarga yang dah terlanjur punya anak banyak? Mikir pake otak dong,2025-05-02T01:32:04.000Z,
twitter,"Contoh kasus..
U tlah nikah dan pnya 3 anak .
Qodarullah.. krn suatu sebab anak2 mu meninggal semua.
& u tlah mnjalankan perintah utk vasektomi/pemandulan permanen, sedang usiamu masih muda.
Sungguh betapa menyesalnya kamu..
#Indahnya ISLAM dgn aturannya yg solutif utk kehidupan",2025-05-02T01:27:23.000Z,
twitter,"Bayangkan ini:
Negaramu memberi bansos agar rakyat miskin bisa makan hari ini,
Dengan mendorong vasektomi supaya mereka tak lagi punya anak.

Bagi yang menolak vasektomi, silahkan tetap miskin, selamat tinggal bansos.

Selamat datang di era pembangunan:
lebih murah sterilkan",2025-05-02T01:26:24.000Z,
twitter,"gak ada negara maju yang memaksa rakyat miskinnya buat vasektomi, even cina aja sadar kebijakan pembatasan anak mereka salah, negara maju lebih memilih memperkuat edukasi",2025-05-02T01:26:15.000Z,
twitter,"Udah miskin, tolol. Masih mending disuruh vasektomi tuh dontol, harusnya dimatiin aja lu. Anak lu juga nggak ada tuh yg mau terlahir dari orang tua miskin, tolol,egois kek kau",2025-05-02T01:22:42.000Z,
twitter,"Program Makan Bergizi Gratis langkah tepat untuk meningkatkan kualitas hidup anak-anak Papua

Mowning Jumat Pagiii 2 Mei Hari Pendidikan Nasional Selamat Hari Buruh Mecima Melani Libur suara pekerja damai Lanjutkan MBG Tikom Vasektomi GRIB #PastiAdaJalan #Hardiknas2025 #MayDay",2025-05-02T01:10:44.000Z,
twitter,"Ya kalau dipelihara secara sengaja ga bakal disuruh vasektomi. Orang miskin ditawarin sekolah gratis tuh ga mau. Maunya ditawarin duit. Lo tunggu segala semua2nya diperbaiki ya mana sempat, keburu 12 anak lahir.",2025-05-02T01:08:46.000Z,
twitter,"nah ini sih, gue bingung kenapa dianggepnya yang miskin yang vasektomi, padahal di situ ada requirement: 1. mau terima bansos, 2. sudah punya anak 2

rasanya penjelasan panjang terkait persamaan premis orang miskin dan orang bodoh ini gak align dengan requirement",2025-05-02T01:03:40.000Z,
twitter,"Agak ngerti sih pemerintah mensyaratkan penerima bansos harus vasektomi.

Gw dulu sering minjemin uang ke orang alesannya ini itu, anak sekolah lah, beras lah. Terus ngeliat mereka jalan-jalan, beli handphone baru, dll. ",2025-05-02T00:50:58.000Z,
twitter,"Cari tau dulu standar kemiskinan tuh kyk gmna, klo sebuah keluarga sesuai sm standar miskin itu dan masih ngotot punya anak tpi gamau vasektomi ya brrti masih mampu menanggung biaya anak"" nya, emg lu pikir pemerintah bakalan nanggung smua biaya hidup lo pada hah?",2025-05-02T00:50:50.000Z,
twitter,"ya inikan kewajiban buat org yg mau dapat bansos jadi ga semua org wajib vasektomi, kenyataannya mmg banyak anak untuk orang-orang miskin stuktural itu membebankan negara dan menekan tingginya angka kriminalitas, program ini kan secara ga langsung ngatasin banyak problem",2025-05-02T00:50:07.000Z,
twitter,"Saatnya orang menyadari punya anak adalah PRIVILEGE, dan tidak semua orang punya ini ataupun berhak. 

Heran ama warga X, liat berita anak bayi dikasih susu kental manis / kopi / Indomie / ortu tolol, pada ngamuk, giliran disuruh vasektomi “PUNYA ANAK ITU HAK SEMUA ORANG” pretttt",2025-05-02T00:49:35.000Z,
twitter,"ih vasektomi bisa dibuka lagi tau, bukan berarti ga bisa punya anak selama2nya 

justru vasektomi paling ringan efek sampingnya,hnya bisa iritasi.
sedangkan iud akn sakit lgi apalagi kalau perempuannya punya riwayat sakit menstruasi.
kesian tau perempuan harus melahirkan jugakan?",2025-05-02T00:46:36.000Z,
