platform,komentar,timestamp,sentimen
twitter,"kalo kaya gitu artinya kan ada kompromi internal. mungkin ttp ada suami2 yang ga maksa istrinya kb. tapi kalo tentang negara yang maksa, suami maksa/ga maksa, kamu harus ttp kb. case ini simetris sama vasektomi yang lagi jadi diskursus",2025-05-01T02:43:33.000Z,
twitter,"mau nya jalanin saja UUD
rakyat miskin dan terlantar ditanggung negara.

apakah ada embel2 harus vasektomi ?

apa yg terjadi jika semua freechild.
negara tanpa penduduk ?",2025-05-01T02:42:09.000Z,
twitter,"mitos: gak bisa ngapa2in lagi dong? masih tetep bisa yaa, impoten? enggaa, coba dibaca lagi. banyak di threads laki laki udh mencoba vasektomi sebagai bentuk salah satu support utk istrinya, krn ga harus semua2nya itu perempuan.",2025-05-01T02:39:57.000Z,
twitter,"terus setelah vasektomi apa? iya mereka dapat bansos, tapi yakin kalo itu akan mencukupi kebutuhan mereka? harus tetap disediakan lapangan kerja kan? sistem harus tetap dibenahi kan? iya kalo gak dikorupsi dan bansos berjalan benar. kalo setelah itu lepas tangan gitu aja gimana?",2025-05-01T02:39:45.000Z,
twitter,"nooo, kamu harus ngerti kenapa mereka bebal, gitu aja dulu. mindsetnya harus dibenerin, banyak dari mereka bebal karna KB seperti bertentangan dengan ajaran agama dan atau vasektomi disamakan dengan kebiri, maka promotif nya harus menyasar ke 2 isu ini kak bukan yg lain",2025-05-01T02:39:45.000Z,
twitter,"jadi gemana pasal dengan orang miskin dan terlantar dipelihara negara ?
NB = syarat harus vasektomi ????",2025-05-01T02:39:39.000Z,
twitter,"ya dikasih bansos, tapi tetep harus vasektomi supaya anaknya ga nambah jadi 4 5 6 7 begok",2025-05-01T02:38:24.000Z,
twitter,"Gue sbg laki2 heran knp lu pada kyk cacing kepanasan kalo ngmgin vasektomi. Knp si? Kalo semisal mau punya anak lg kan ada yg reversible? (well meski ktnya kadang fail)

Lagian, sebagus apa sih genetic makeup lu? Segitu cakepnya kah sampe harus diturunkan ke manusia lain? Wkwkwk",2025-05-01T02:36:35.000Z,
twitter,"Tanpa vasektomi pun, seorang pria sudah hilang pride dan maskulinitasnya kalau dia sampai harus menerima bansos. Kerja woiii, mungutin botol plastik juga bisa jadi duit, nunggu pemerintah mah sama aja kaya mana duluan, ayam atau telor?",2025-05-01T02:25:34.000Z,
twitter,"Rakyat : Pemerintah tolong cari solusi mengatasi kemiskinan
pemerintah : oke kami kasih bansos
rakyat : horeee... 
pemerintah : tapi syarat dapat bansos harus vasektomi 
rakyat : .......",2025-05-01T02:22:52.000Z,
twitter,"Saya iyakan saja, tapi saya sebenarnya usul tidak harus vasektomi tapi syarat keluarga penerima bansos harus jadi peserta KB, baik  vasektomi, tubektomi, atau setidaknya IUD (untuk keluarga yang sudah punya 2 anak).",2025-05-01T02:21:48.000Z,
twitter,"Gue juga heran knp yg cenblu cenblu pada marah padahal udah jelas yg anaknya 2, bukan yg brrti g ad anaknya harus vasektomi",2025-05-01T02:21:36.000Z,
twitter,"Nah yg kyk gini nih, vasektomi aja ga cukup, harus di steril kykny ",2025-05-01T02:19:51.000Z,
twitter,Kalau syarat bansosnya harus vasektomi sebenarnya itu bukan lagi pilihan. Itu namanya pemaksaan yg trselubung. Tdk semua paksaan harus kayak aturan satu anak di Tiongkok. Tiongkok aja sdh revisi aturannya.,2025-05-01T02:17:29.000Z,
twitter,"walaupun pendapat kita beda, tp gue setuju vasektomi semi maksa ini konsepnya mirip sm harus vaksinasi buat diterima di sekolah. karena dr kmrn banyak yg denial bilang beda jauh. well, emang ga 100% plek plekan, tp secara konsep mirip.",2025-05-01T02:11:03.000Z,
twitter,"imho, mungkin memang kita harus tolak kebijakannya, tapi juga harus lantang bersuara buat sosialisasi vasektomi ini ke rakyat indonesia.",2025-05-01T02:07:16.000Z,
twitter,"laki-laki tuh emg mostly pd kyk tai ya? perkara syarat terima bansos harus vasektomi aja ngamuk2nya kyk apaan, segala blg pemerintah udah mengatur ranah privat. yeee monyet! perempuan dr dulu jg udah kb segala macem jenis, kaga ada tuh kita koar2",2025-05-01T02:06:43.000Z,
twitter,"Ubah undang undang dulu kalo gitu di undang2 bilang orang miskin dipelihara negara kok ga ada harus KB 
Yg jelas blm dilakukan negara itu mencerdaskan kehidupan bangsa, itu dulu kalo masyarakat udah di edukasi mau vasektomi kek mau child free pasti sdh dgn sendirinya tersadarkan.",2025-05-01T02:06:40.000Z,
