platform,komentar,timestamp,sentimen
twitter,"Iya, benar. Gubernur Jawa Barat Dedi Mulyadi memang mengusulkan vasektomi sebagai syarat bansos dan beasiswa, dengan insentif Rp500.000. Program ini sudah berjalan di Bandung setiap Rabu.

Namun, usulan ini kontroversial. MUI menyebut vasektomi umumnya haram kecuali dalam kondisi",2025-05-01T07:36:05.000Z,
twitter,"Suami istri ngentot itu sah kok haram..wkwkwkw. Vasektomi itu Haram, Bansos itu Halal.",2025-05-01T07:19:57.000Z,
twitter,"Indonesia itu negara Relijius dan setiap pemeluk agama dilindungi kepercayaan menjalankan ajaran agama masing2. Vasektomi itu Haram, Bansos itu Halal. Kesimpulannya Bansos jadi Haram apabila ada syarat Vasektomi.",2025-05-01T07:14:40.000Z,
twitter,"Bansos itu Halal, Vasektomi itu Haram. Kesimpulannya adalah Bansos jadi Haram apabil ada syarat Vasektomi. Selesai debat.",2025-05-01T07:12:58.000Z,
twitter,Fatwa mana coba yg bilang vasektomi haram? Kasih sini fatwa nya!,2025-05-01T06:49:08.000Z,
twitter,Solusinya adalah teriak2 minta bansos. Klo g di kasih.. mengungkit ungkit pasal 34..Tolol kn..diatur ma pemerintah bilang vasektomi haram lah..tp ngewe sampe anak sepuluh g bisa kasih makan alias terlantar msih bilang halal..,2025-05-01T06:41:45.000Z,
twitter,"Sender pemikirannya sesat, padahal Vasektomi itu hukumnya HARAM!!!",2025-05-01T06:25:07.000Z,
twitter,Berarti ditambah yang haram cuman babi sama vasektomi,2025-05-01T06:14:16.000Z,
twitter,"Kondom ga haram selama dipakai suami istri 
KB ga haram selama ga permanen atau sulit untuk dikembalikan, jika permanen pun boleh asal ada alasan kesehatan 
Termasuk tubektomi dan vasektomi
Kalau gaada alasan kesehatan maka tetap haram",2025-05-01T06:10:41.000Z,
twitter,"Salah menurut pandangan feminism: melanggar otoritas tubuh dengan kekuasaan yang membuat orang terpaksa harus memilih pilihan yang diinginkan (dalam hal ini vasektomi)
Salah menurut pandangan Islam: haram kalau gaada urgensi kesehatan, apalagi ini dipaksakan
Salah menurut hukum:",2025-05-01T05:51:02.000Z,
twitter,"Bansos itu Halal, Vasektomi Haram. Gitu aja",2025-05-01T05:04:30.000Z,
twitter,"Aku wong Jatim bos .mau manut ato ngga..tdk ada efeknya..klo saya tdk mau vasektomi..ya sdh diam..g usah tuntut bansos dari pemerintah..yg bilang rasis lah. yg bilang ini itu haram lah .tp tu program sdh bner. Klo mau hidup bermasyarakat ya msti taati aturan..klo g mau, ..",2025-05-01T05:03:54.000Z,
