platform,komentar,timestamp,sentimen
twitter,"OMG, tema diskusinya kan

""(perubahan) kondisi biologis tubuh sebagai syarat atas sesuatu""

Perawan = biologis
Vasektomi = biologis

Jd PNS = syarat atas sesuatu 
Terima bansos = syarat atas sesuatu

Tahu analogi gak sih? Gw g skolah negeri, tp pasti diajarin jg kan??",2025-05-01T01:15:56.000Z,
twitter,"Lu baca dari twitnya 
@ImminentAdi5
 , cok. BANSOS WAJIB SESUAI UUD, VASEKTOMI HAK. Logika lu yg mana yg bener, tolol? Udah gw bilang perbaiki dulu logika lu, malah defensif.",2025-05-01T01:15:30.000Z,
twitter,"> be orang kismin berpendidikan rendah
> be punya anak 8
> be qualified dapet bansos
> vasektomi? 
   > no? 
   > not qualified no more
   > be hungry

   > yesss? 
   > balls no more
   > bansos not enough
   > be hungry",2025-05-01T01:14:39.000Z,
twitter,"kasian ga zav, sama warga miskin yang kemaren buat dpt bansos disuruh milih paslon skrg disuruh vasektomi",2025-05-01T01:14:32.000Z,
twitter,"Iya makanya.. gara"" berita pada blg ga mau kasih bansos Dan BEASISWA, jd kesannya dari muda udh disuruh vasektomi ",2025-05-01T01:14:32.000Z,
twitter,"ga kebalik? yg pro yg pada tinggal di menara gading, gw tiap hari bersinggungan dengan orang seperti itu karena hidup di wilayah itu, menurut lu si bapak akan mau vasektomi demi bansos? ga bakal, terus istri dan anak2nya jadi ditelantarkan negara karena bapaknya gamau vasektomi?",2025-05-01T01:13:04.000Z,
twitter,"Ga gini caranya. Edukasi maksimal, mungkin ada tambahan intensif sesuatu kalau mau vasektomi. Bahkan mungkin dibayar untuk mau melakukan vasektomi soalnya Indo suka duit. Jadi, bansos dan beasiswanya tetap ada dan dikasih secara general, tapi ada intensif tambahan aja.",2025-05-01T01:11:52.000Z,
twitter,"hadehhh ga ada paksaan. tetep pilihan. kalo lo ga mau vasektomi yaudah berarti ga usah terima bansos. caranya ya usaha sendiri, jgn terus2an ngarep bantuan (sedangkan lo masih pen nambah anak), hidupin anak2 lo yg lebih dari 5 itu sendiri. kan lo sendiri yg mau punya anak banyak",2025-05-01T01:09:55.000Z,
twitter,"sekarang kalo bapaknya gamau vasektomi lalu apa? ga dikasih bansos dan beasiswa kan? nah kira2 si ibu dan anak2nya akan lebih sejahtera? silakan dipikir sendiri ""korban"" sebenarnya dari kebijakan ini siapa",2025-05-01T01:07:50.000Z,
twitter,banyak yg kontra dgn vasektomi tapi kebanyakan gua lihat pembahasannya stop di situ doang. gimana sama pasutri yg buat anak banyak tapi ga bisa ngurusin dan ujung2nya harapin bansos dan bantuan tetangga? bahkan kadang anaknya jadi korban disuruh jualan sampe tengah malam.,2025-05-01T01:06:05.000Z,
twitter,"Ya bingung juga kan zakat, shodaqoh di korup ada program vasektomi juga dihujat padahal ga ada pemaksaan buat yg mau nerima bansos kalo ga mau ya ga usah vasektomi, sederhana itu",2025-05-01T01:04:30.000Z,
twitter,"Fasis apaan dah. Ini jg ada batasan usia, untuk yg bener bener miskin tp udah punya anak 2, biar gk kebobolan. Lagipula mereka dpt bansos kalau vasektomi. Jd ggk papa vasektomi. Drpd kebobolan punya anak banyak makin bikin hiduo merek susah",2025-05-01T01:02:56.000Z,
twitter,"BtW Kebijakan Vaseknomi itu tidak UU tentang syarat penerima bansos kok, kenapa harus dipaksa, padahal itu sudah jadi haknya orang miskin, nanti bisa jadi modus baru untuk alasan korupsi dari bansos yang tdk diberikan karena alasan vasektomi..",2025-05-01T01:02:14.000Z,
twitter,"apalagi ternyata vasektomi buat syarat dapet bansos dan beasiswa???? udah gila kali, pemerintah skrg sampe ngurusin kesitu2. maksud gue buat dpt bansos loh??? bukan buat menekan angka kelahiran ini mah",2025-05-01T00:59:22.000Z,
twitter,Lu baca jangan ngeyel terus ya kang. Yang jadi kontroversi adalah Bansos bersyarat Vasektomi,2025-05-01T00:59:17.000Z,
