platform,komentar,timestamp,sentimen
twitter,"et dah, timeline masih banyak noise. 

gw mute sekalian dah kata jabar, pria, laki-laki, vasektomi, sterilization",2025-04-30T23:36:05.000Z,
twitter,"Gua bukan patriarki yang menolak pria untuk vasektomi. Gua cuma engga setuju kalau vasektomi dijadikan syarat bansos, padahal akar masalahnya jauh lebih besar seperti ketimpangan akses pendidikan dan sumber daya.",2025-04-30T23:18:40.000Z,
twitter,"Kak fyi aja. Vasektomi itu ada yg gak permanen, dia bisa sewaktu2 dicabut & bisa punya anak lagi. Selain itu, biasanya syarat pria yg divasektomi udah berumur 35 th ke atas atau sudah punya 2 anak (cmiiw) jadi ga sembarangan pria bisa divasektomi gitu aja kak vasektomi≠kebiri",2025-04-30T23:15:58.000Z,
twitter,"Ga semua orang mau
Orang Indonesia gamau diatur kebanyakan 

Silahkan anda tanya deh ke 10 pria yg udh nikah, apakah mereka mau di vasektomi?
Ga yakin saya ada 5 orang mau",2025-04-30T22:06:34.000Z,
twitter,"yg masih mikir vasektomi pria salah, karna rokoknya ngebul sampe otak. dibilangin bebel, nyalahin kebijakan tp gamau mawas diri. anak bukan emas, kalopun mau emas ya dirawat seperti emas. pendidikan acuh, akhlak acuh, giliran ngentod ""didalem ya, anget"". tolol",2025-04-30T21:56:21.000Z,
twitter,"Kalimat pertama aja salah  malu gk sih?
Inilah knp KB vasektomi utk pria lebih disarankan dibandingkan histerektomi utk wanita. Krn vasektomi bisa direverse.",2025-04-30T21:22:05.000Z,
twitter,"Ada prevalensi peningkatan perilaku kekerasan terhadap wanita di daerah yang persentasi vasektominya tinggi. Faktornya mulai dari
1. Shifting gender roles-pria steril dianggap inferior
2. Vasektomi bikin trauma seumur hidup di laki²
3. Persepsi maskulinitas
Semua based on riset",2025-04-30T17:59:04.000Z,
twitter,"4. Ngebiarin kemiskinan, judol, dan pinjol, biar pada punya utang, stress dan akhirnya bunuh diri
5. Nyuruh rakyatnya KB, dan yang baru viral Vasektomi, yang bikin Pria jadi mandul dan ga bisa punya anak lagi.",2025-04-30T17:14:10.000Z,
twitter,"Padahal permasalahan utamanya itu kemiskinan, kalau permasalahannya over populasi kurasa masuk akal digencarkan program KB wanita dan Vasektomi (nggak tebang pilih, mau pria dan wanita tentu punya hak yang sama)",2025-04-30T17:05:40.000Z,
twitter,"Narasinya datang dari pejabat yang mewajibkan pria memakai vasektomi bila ingin mendapatkan bansos. Dari sini, terlihat adanya paksaan atas otoritas tubuh.

Pun begitu bila skenario dibalik, dimana jika perempuan ingin bansos, wajib kb. Di sini ada paksaan aras otoritas tubuh jga",2025-04-30T17:03:57.000Z,
twitter,"otonomi tubuh emang di dalamnya ada hak ttg kapan bereproduksi dan nentuin mau pakai alokon atau engga. tp di laporan SWOP ada three zeroes dan bertentang dgn point 2. vasektomi itu bicara ttg alokon pria, kl hak otonomi tubuh istrinya udh terpenuhi blm?",2025-04-30T16:49:38.000Z,
twitter,"Lah solusinya jelas vasektomi utk pria yg berkeluarga usia 35 thn keatas dengan anak yg lbh dari dua. Malah lari ke genosida, aneh banget pola pikirmu. Ku saranin beli vitamin atau suplemen utk otak deh biar logikanya ga aneh gini.",2025-04-30T16:25:33.000Z,
twitter,"Cara si kdm ini mumpung lagi jadi momok menurut saya bisa menjadi suatu upaya masyarakat menyampaikan aspirasi dan advokasi. Yah meskipun gatau didenger apa enggak. Tapi mumpung, jadi bisa disosialisasikan pentingnya KB pada pria kalau gamau vasektomi.",2025-04-30T16:21:57.000Z,
