platform,komentar,timestamp,sentimen
twitter,Pemerintah memang jahat buktinya keluar kebijakan Vasektomi untuk syarat Bansos.  Sungguh Dzalim. Orang miskin yang jadi Korban,2025-05-01T00:36:47.000Z,
twitter,"Pemerintah yg Tolol ciptakan kesejahteraan masyarakat, malah orang miskin yg disuruh vasektomi.
Udah gila kalian semua!!
Harusnya kalau mau program KB itu wajib buat SEMUA, bukan cuma yg miskin aja. Keadilan sosial my ass!!",2025-05-01T00:36:20.000Z,
twitter,"Pemerintah boleh memberikan insentif untuk vasektomi sukarela selama tidak ada paksaan dan memenuhi persetujuan penuh. UU TPKS melarang sterilisasi paksa, tapi tidak mengatur insentif untuk prosedur sukarela. Namun, insentif untuk keluarga miskin berisiko dianggap tekanan,",2025-05-01T00:35:53.000Z,
twitter,"untuk vasektomi buat pria gue setuju, sangat setuju. BUT if it is made as a ""mandatory"" policy, BIG NO. Apa lagi sebagai alat kontrol pemerintah buat si miskin, like?????? 

ngl some of them maybe memang suka beranak pinang, but that policy is a wrong move. Seharusnya yang",2025-05-01T00:35:03.000Z,
twitter,"Balik lagi, yang belum punya anak jg gak wajib vasektomi, ini khusus yg miskin banget tp udah punya anak dua. Drpd kebobolan ya gk ada salahnya vasektomi. Toh dpt bansos, kenapa ada kebijakan gini. Krn maap orang miskin kesadaran dirinya rendah.",2025-05-01T00:34:37.000Z,
twitter,"Ngelarang study tour, bukan memperbaiki kualitas angkutan umum. Biar saja orang lain yang mati bukan anak sekolah.

Vasektomi pria miskin. Luar biasa idenya untuk memberantas kemiskinan. Sebentar, orang miskin atau kemiskinan yang diberantas ya?

#tebaktokoh",2025-05-01T00:20:44.000Z,
twitter,"Dan di ekonomi ky gni, semua yg berkecukupan hari ini bisa miskin di masa depan.
Dikira operasi vasektomi mudah? Penyembuhan paska operasi perlu istirahat, ga bisa kerja, ga dpt duit. Kalo ada komplikasi saat operasi apa pemerintah mau tanggung jawab?",2025-05-01T00:20:39.000Z,
twitter,"Aku si pro2 aja, krn vasektoki jg ga permanen kok, bisa di-reverse setaku, dan ttp bisa berfungi normal kok. Cuma vasektomi ini jg hrs dibarengi dgn kebijakan lain yg membantu rakyat miskin utk dpt penghidupan yg lbh baik. Jd ga hanya 'stop bikin anak'.",2025-05-01T00:20:33.000Z,
twitter,Aku setuju vasektomi jadi syarat buat bansos. Emang ini bukan langkah utama buat mengentas kemiskinan. Tapi ini salah satu langkah dasar yang bagus buat dilakukan. Biar yang miskin fokus uangnya bisa buat anak yang sudah ada. Jadi anak ga jadi korban karena kebanyakan saudara,2025-05-01T00:19:58.000Z,
twitter,"Cara mengatasi kemiskinan ala pejabat antah-berantah:
1. Anak yg kesulitan akses pendidikan disekolahkan di sekolah khusus si miskin, 
2. Untuk menerima bansos, bapak-bapak vasektomi biar tidak beranak-pinak lagi kayak kucing.

Nanti diupdate lagi kalo inget, kebanyakan soalnya.",2025-05-01T00:19:46.000Z,
twitter,"Ini bukan masalah setuju atau tidaknya dengan vasektomi, tapi ini seolah2 pemerintah mencoba mengkambing hitamkan orang miskin yang padahal penyebab mereka gak bisa berfikir logis disebabkan pemerintah abai dengan kualitas pendidikan..",2025-05-01T00:19:09.000Z,
